Date,BTC,ETH,,XXXX
Sun Jul 18 12:40:00 UTC 2021,31731,1962.7,,
Sun Jul 18 12:50:00 UTC 2021,31758.5,1961.25,,
Sun Jul 18 13:00:00 UTC 2021,31726.5,1958.8,,
Sun Jul 18 13:10:00 UTC 2021,31703,1958.3,,
Sun Jul 18 13:20:00 UTC 2021,31690.5,1957.25,,
Sun Jul 18 13:30:00 UTC 2021,31664.5,1953.3,,
Sun Jul 18 13:40:00 UTC 2021,31675,1953.45,,
Sun Jul 18 13:50:00 UTC 2021,31670,1945.95,,
Sun Jul 18 14:00:00 UTC 2021,31695.5,1947.85,,
Sun Jul 18 14:10:00 UTC 2021,31706.5,1951.5,,
Sun Jul 18 14:20:00 UTC 2021,31723,1956.85,,
Sun Jul 18 14:30:00 UTC 2021,31665.5,1949.35,,
Sun Jul 18 14:40:00 UTC 2021,31483,1926.95,,
Sun Jul 18 14:50:00 UTC 2021,31305.5,1910.9,,
Sun Jul 18 15:00:00 UTC 2021,31293,1906.15,,
Sun Jul 18 15:10:00 UTC 2021,31390,1907.6,,
Sun Jul 18 15:20:00 UTC 2021,31395,1907.9,,
Sun Jul 18 15:30:00 UTC 2021,31379,1903.45,,
Sun Jul 18 15:40:00 UTC 2021,31400.5,1905.2,,
Sun Jul 18 15:50:00 UTC 2021,31402,1905.65,,
Sun Jul 18 16:00:00 UTC 2021,31358.5,1887.85,,
Sun Jul 18 16:10:00 UTC 2021,31340,1884,,
Sun Jul 18 16:20:00 UTC 2021,31406,1893.55,,
Sun Jul 18 16:30:00 UTC 2021,31433.5,1896.85,,
Sun Jul 18 16:40:00 UTC 2021,31403.5,1890.85,,
Sun Jul 18 16:50:00 UTC 2021,31482.5,1896.65,,
Sun Jul 18 17:00:00 UTC 2021,31454.5,1894.8,,
Sun Jul 18 17:10:00 UTC 2021,31436,1893.3,,
Sun Jul 18 17:20:00 UTC 2021,31423.5,1890.6,,
Sun Jul 18 17:30:00 UTC 2021,31480.5,1899.6,,
Sun Jul 18 17:40:00 UTC 2021,31485.5,1896.15,,
Sun Jul 18 17:50:00 UTC 2021,31661.5,1906.55,,
Sun Jul 18 18:00:00 UTC 2021,31603,1901.55,,
Sun Jul 18 18:10:00 UTC 2021,31594,1904.1,,
Sun Jul 18 18:20:00 UTC 2021,31634.5,1905.2,,
Sun Jul 18 18:30:00 UTC 2021,31649.5,1906.25,,
Sun Jul 18 18:40:00 UTC 2021,31630,1903.7,,
Sun Jul 18 18:50:00 UTC 2021,31643.5,1901.3,,
Sun Jul 18 19:00:00 UTC 2021,31597.5,1898.8,,
Sun Jul 18 19:10:00 UTC 2021,31635,1899,,
Sun Jul 18 19:20:00 UTC 2021,31646,1902,,
Sun Jul 18 19:30:00 UTC 2021,31697.5,1903.95,,
Sun Jul 18 19:40:00 UTC 2021,31682,1902.95,,
Sun Jul 18 19:50:00 UTC 2021,31652,1899.85,,
Sun Jul 18 20:00:00 UTC 2021,31642,1900.05,,
Sun Jul 18 20:10:00 UTC 2021,31671.5,1899.2,,
Sun Jul 18 20:20:00 UTC 2021,31704.5,1901.65,,
Sun Jul 18 20:30:00 UTC 2021,31659.5,1896.25,,
Sun Jul 18 20:40:00 UTC 2021,31659,1897.25,,
Sun Jul 18 20:50:00 UTC 2021,31676.5,1898.95,,
Sun Jul 18 21:00:00 UTC 2021,31640,1893.1,,
Sun Jul 18 21:10:00 UTC 2021,31596,1892.25,,
Sun Jul 18 21:20:00 UTC 2021,31698,1899.05,,
Sun Jul 18 21:30:00 UTC 2021,31690,1897.1,,
Sun Jul 18 21:40:00 UTC 2021,31672.5,1896.05,,
Sun Jul 18 21:50:00 UTC 2021,31828.5,1907,,
Sun Jul 18 22:00:00 UTC 2021,31824.5,1913,,
Sun Jul 18 22:10:00 UTC 2021,31851.5,1918.8,,
Sun Jul 18 22:20:00 UTC 2021,31529.5,1893.5,,
Sun Jul 18 22:30:00 UTC 2021,31580,1894.1,,
Sun Jul 18 22:40:00 UTC 2021,31554,1892,,
Sun Jul 18 22:50:00 UTC 2021,31555,1886.45,,
Sun Jul 18 23:00:00 UTC 2021,31554,1886.85,,
Sun Jul 18 23:10:00 UTC 2021,31536,1891.05,,
Sun Jul 18 23:20:00 UTC 2021,31551.5,1892.1,,
Sun Jul 18 23:30:00 UTC 2021,31604.5,1881.9,,
Sun Jul 18 23:40:00 UTC 2021,31650.5,1889.35,,
Sun Jul 18 23:50:00 UTC 2021,31860,1903,,
Mon Jul 19 00:00:00 UTC 2021,31772.5,1890.45,,
Mon Jul 19 00:10:00 UTC 2021,31780,1900.05,,
Mon Jul 19 00:20:00 UTC 2021,31796,1902.4,,
Mon Jul 19 00:30:00 UTC 2021,31726,1896.65,,
Mon Jul 19 00:40:00 UTC 2021,31629.5,1888.6,,
Mon Jul 19 00:50:00 UTC 2021,31565.5,1884.4,,
Mon Jul 19 01:00:00 UTC 2021,31588,1883.95,,
Mon Jul 19 01:10:00 UTC 2021,31503.5,1873.8,,
Mon Jul 19 01:20:00 UTC 2021,31440.5,1865.1,,
Mon Jul 19 01:30:00 UTC 2021,31532,1873.2,,
Mon Jul 19 01:40:00 UTC 2021,31508,1870.6,,
Mon Jul 19 01:50:00 UTC 2021,31582,1882.4,,
Mon Jul 19 02:00:00 UTC 2021,31574.5,1881.05,,
Mon Jul 19 02:10:00 UTC 2021,31614.5,1883.9,,
Mon Jul 19 02:20:00 UTC 2021,31624.5,1883.7,,
Mon Jul 19 02:30:00 UTC 2021,31627,1884.9,,
Mon Jul 19 02:40:00 UTC 2021,31524.5,1877.2,,
Mon Jul 19 02:50:00 UTC 2021,31510,1875.35,,
Mon Jul 19 03:00:00 UTC 2021,31506.5,1877.3,,
Mon Jul 19 03:10:01 UTC 2021,31532.5,1879.05,,
Mon Jul 19 03:20:00 UTC 2021,31586.5,1882.9,,
Mon Jul 19 03:30:00 UTC 2021,31513.5,1882.75,,
Mon Jul 19 03:40:00 UTC 2021,31552,1885.95,,
Mon Jul 19 03:50:00 UTC 2021,31571.5,1887.7,,
Mon Jul 19 04:00:00 UTC 2021,31553,1885,,
Mon Jul 19 04:10:00 UTC 2021,31529,1882.15,,
Mon Jul 19 04:20:00 UTC 2021,31561,1884.45,,
Mon Jul 19 04:30:00 UTC 2021,31667.5,1887.4,,
Mon Jul 19 04:40:00 UTC 2021,31654,1890.3,,
Mon Jul 19 04:50:00 UTC 2021,31752.5,1896.55,,
Mon Jul 19 05:00:00 UTC 2021,31725.5,1898.2,,
Mon Jul 19 05:10:00 UTC 2021,31725,1896.85,,
Mon Jul 19 05:20:00 UTC 2021,31708,1893,,
Mon Jul 19 05:30:00 UTC 2021,31675,1892.05,,
Mon Jul 19 05:40:00 UTC 2021,31680.5,1895.45,,
Mon Jul 19 05:50:00 UTC 2021,31864.5,1911.25,,
Mon Jul 19 06:00:00 UTC 2021,31780,1907.9,,
Mon Jul 19 06:10:00 UTC 2021,31809,1903.8,,
Mon Jul 19 06:20:00 UTC 2021,31775,1901.95,,
Mon Jul 19 06:30:00 UTC 2021,31743,1901.05,,
Mon Jul 19 06:40:00 UTC 2021,31773.5,1902.4,,
Mon Jul 19 06:50:00 UTC 2021,31757.5,1902.85,,
Mon Jul 19 07:00:00 UTC 2021,31800,1905.75,,
Mon Jul 19 07:10:00 UTC 2021,31785.5,1908.7,,
Mon Jul 19 07:20:00 UTC 2021,31818.5,1914.55,,
Mon Jul 19 07:30:00 UTC 2021,31699.5,1902.85,,
Mon Jul 19 07:40:00 UTC 2021,31610.5,1893.05,,
Mon Jul 19 07:50:00 UTC 2021,31650.5,1895.6,,
Mon Jul 19 08:00:00 UTC 2021,31600,1891.7,,
Mon Jul 19 08:10:00 UTC 2021,31611,1894.4,,
Mon Jul 19 08:20:00 UTC 2021,31605.5,1896.75,,
Mon Jul 19 08:30:00 UTC 2021,31619,1896.95,,
Mon Jul 19 08:40:00 UTC 2021,31581.5,1895.05,,
Mon Jul 19 08:50:00 UTC 2021,31524,1890.5,,
Mon Jul 19 09:00:00 UTC 2021,31482,1875.25,,
Mon Jul 19 09:10:00 UTC 2021,31442,1877.2,,
Mon Jul 19 09:20:00 UTC 2021,31424,1878.1,,
Mon Jul 19 09:30:00 UTC 2021,31458.5,1881.85,,
Mon Jul 19 09:40:00 UTC 2021,31431.5,1879.35,,
Mon Jul 19 09:50:00 UTC 2021,31383,1870.6,,
Mon Jul 19 10:00:00 UTC 2021,31374.5,1871.05,,
Mon Jul 19 10:10:00 UTC 2021,31391,1873.3,,
Mon Jul 19 10:20:00 UTC 2021,31294.5,1868.5,,
Mon Jul 19 10:30:00 UTC 2021,31311,1867.05,,
Mon Jul 19 10:40:00 UTC 2021,31333.5,1867.3,,
Mon Jul 19 10:50:00 UTC 2021,31308.5,1867.15,,
Mon Jul 19 11:00:00 UTC 2021,31184,1856.75,,
Mon Jul 19 11:10:00 UTC 2021,31299,1865.3,,
Mon Jul 19 11:20:00 UTC 2021,31362,1866.55,,
Mon Jul 19 11:30:00 UTC 2021,31299.5,1866.15,,
Mon Jul 19 11:40:00 UTC 2021,31348.5,1869,,
Mon Jul 19 11:50:00 UTC 2021,31249,1863.8,,
Mon Jul 19 12:00:00 UTC 2021,31254.5,1861.8,,
Mon Jul 19 12:10:00 UTC 2021,31289,1865.95,,
Mon Jul 19 12:20:00 UTC 2021,31230,1857.1,,
Mon Jul 19 12:30:00 UTC 2021,31220,1852.35,,
Mon Jul 19 12:40:00 UTC 2021,30830.5,1813.85,,
Mon Jul 19 12:50:00 UTC 2021,30761,1813.75,,
Mon Jul 19 13:00:00 UTC 2021,30700,1812.2,,
Mon Jul 19 13:10:00 UTC 2021,30691,1815.05,,
Mon Jul 19 13:20:00 UTC 2021,30807,1824.15,,
Mon Jul 19 13:30:00 UTC 2021,30712.5,1814.05,,
Mon Jul 19 13:40:00 UTC 2021,30657.5,1811.25,,
Mon Jul 19 13:50:00 UTC 2021,30547.5,1806,,
Mon Jul 19 14:00:00 UTC 2021,30609,1807.35,,
Mon Jul 19 14:10:00 UTC 2021,30587.5,1812.9,,
Mon Jul 19 14:20:00 UTC 2021,30538,1809,,
Mon Jul 19 14:30:00 UTC 2021,30590,1814.5,,
Mon Jul 19 14:40:00 UTC 2021,30756.5,1821,,
Mon Jul 19 14:50:01 UTC 2021,30752.5,1823.95,,
Mon Jul 19 15:00:00 UTC 2021,30792,1820.45,,
Mon Jul 19 15:10:00 UTC 2021,30843,1827,,
Mon Jul 19 15:20:00 UTC 2021,30885.5,1825.85,,
Mon Jul 19 15:30:00 UTC 2021,30748.5,1817.3,,
Mon Jul 19 15:40:00 UTC 2021,30760,1817.05,,
Mon Jul 19 15:50:00 UTC 2021,30811.5,1826.25,,
Mon Jul 19 16:00:00 UTC 2021,30646.5,1817.55,,
Mon Jul 19 16:10:00 UTC 2021,30675,1817.4,,
Mon Jul 19 16:20:00 UTC 2021,30716.5,1821.35,,
Mon Jul 19 16:30:00 UTC 2021,30671.5,1816.25,,
Mon Jul 19 16:40:00 UTC 2021,30640.5,1813.35,,
Mon Jul 19 16:50:00 UTC 2021,30738.5,1819.75,,
Mon Jul 19 17:00:00 UTC 2021,30702,1817,,
Mon Jul 19 17:10:00 UTC 2021,30698,1818.05,,
Mon Jul 19 17:20:00 UTC 2021,30718,1825,,
Mon Jul 19 17:30:00 UTC 2021,30770,1826.85,,
Mon Jul 19 17:40:00 UTC 2021,30800.5,1827.7,,
Mon Jul 19 17:50:00 UTC 2021,30745.5,1823.35,,
Mon Jul 19 18:00:00 UTC 2021,30710,1821.95,,
Mon Jul 19 18:10:00 UTC 2021,30747,1827,,
Mon Jul 19 18:20:00 UTC 2021,30690,1822.25,,
Mon Jul 19 18:30:00 UTC 2021,30700,1825.45,,
Mon Jul 19 18:40:00 UTC 2021,30741.5,1825.6,,
Mon Jul 19 18:50:00 UTC 2021,30669,1821.05,,
Mon Jul 19 19:00:00 UTC 2021,30629.5,1816.55,,
Mon Jul 19 19:10:00 UTC 2021,30602,1813.05,,
Mon Jul 19 19:20:00 UTC 2021,30562,1808,,
Mon Jul 19 19:30:00 UTC 2021,30675,1817.25,,
Mon Jul 19 19:40:00 UTC 2021,30681,1821.3,,
Mon Jul 19 19:50:00 UTC 2021,30690,1819.6,,
Mon Jul 19 20:00:00 UTC 2021,30730.5,1824,,
Mon Jul 19 20:10:00 UTC 2021,30721,1822.7,,
Mon Jul 19 20:20:00 UTC 2021,30703.5,1820.65,,
Mon Jul 19 20:30:00 UTC 2021,30681.5,1816.65,,
Mon Jul 19 20:40:00 UTC 2021,30720,1818.1,,
Mon Jul 19 20:50:00 UTC 2021,30788,1823.95,,
Mon Jul 19 21:00:00 UTC 2021,30756,1818.25,,
Mon Jul 19 21:10:00 UTC 2021,30772.5,1819.6,,
Mon Jul 19 21:20:00 UTC 2021,30846.5,1826.5,,
Mon Jul 19 21:30:00 UTC 2021,30788,1823.9,,
Mon Jul 19 21:40:00 UTC 2021,30770,1819.35,,
Mon Jul 19 21:50:00 UTC 2021,30734.5,1814.05,,
Mon Jul 19 22:00:00 UTC 2021,30701,1810.55,,
Mon Jul 19 22:10:00 UTC 2021,30788,1820.3,,
Mon Jul 19 22:20:00 UTC 2021,30785,1814.15,,
Mon Jul 19 22:30:00 UTC 2021,30830.5,1821.95,,
Mon Jul 19 22:40:00 UTC 2021,30912,1824.4,,
Mon Jul 19 22:50:00 UTC 2021,30864,1821,,
Mon Jul 19 23:00:00 UTC 2021,30850.5,1820,,
Mon Jul 19 23:10:00 UTC 2021,30872,1823.55,,
Mon Jul 19 23:20:00 UTC 2021,30820.5,1819.4,,
Mon Jul 19 23:30:00 UTC 2021,30872.5,1820.55,,
Mon Jul 19 23:40:00 UTC 2021,30905,1825.95,,
Mon Jul 19 23:50:00 UTC 2021,30858,1820.6,,
Tue Jul 20 00:00:00 UTC 2021,30811.5,1817.15,,
Tue Jul 20 00:10:00 UTC 2021,30803.5,1815.5,,
Tue Jul 20 00:20:00 UTC 2021,30902,1829.75,,
Tue Jul 20 00:30:00 UTC 2021,30902,1824.7,,
Tue Jul 20 00:40:00 UTC 2021,30935,1830.4,,
Tue Jul 20 00:50:00 UTC 2021,30865,1823.1,,
Tue Jul 20 01:00:00 UTC 2021,30808,1815.5,,
Tue Jul 20 01:10:00 UTC 2021,30715,1810.9,,
Tue Jul 20 01:20:00 UTC 2021,30631.5,1785.85,,
Tue Jul 20 01:30:00 UTC 2021,30622.5,1783.9,,
Tue Jul 20 01:40:00 UTC 2021,30647,1786.35,,
Tue Jul 20 01:50:00 UTC 2021,30591.5,1783,,
Tue Jul 20 02:00:00 UTC 2021,30609,1782.95,,
Tue Jul 20 02:10:00 UTC 2021,30610,1784.4,,
Tue Jul 20 02:20:00 UTC 2021,30483.5,1772.2,,
Tue Jul 20 02:30:00 UTC 2021,30307.5,1761.15,,
Tue Jul 20 02:40:00 UTC 2021,30300.5,1761.6,,
Tue Jul 20 02:50:00 UTC 2021,30325,1758,,
Tue Jul 20 03:00:00 UTC 2021,30174,1749.5,,
Tue Jul 20 03:10:00 UTC 2021,30215,1749.5,,
Tue Jul 20 03:20:00 UTC 2021,29641.5,1725.05,,
Tue Jul 20 03:30:00 UTC 2021,29653.5,1727.7,,
Tue Jul 20 03:40:00 UTC 2021,29671,1733,,
Tue Jul 20 03:50:00 UTC 2021,29606.5,1729.9,,
Tue Jul 20 04:00:00 UTC 2021,29589.5,1727.2,,
Tue Jul 20 04:10:00 UTC 2021,29567,1726.2,,
Tue Jul 20 04:20:00 UTC 2021,29585.5,1727.95,,
Tue Jul 20 04:30:00 UTC 2021,29541.5,1726.3,,
Tue Jul 20 04:40:00 UTC 2021,29800.5,1742.75,,
Tue Jul 20 04:50:00 UTC 2021,29657.5,1737.3,,
Tue Jul 20 05:00:00 UTC 2021,29635,1739.15,,
Tue Jul 20 05:10:00 UTC 2021,29725,1742.05,,
Tue Jul 20 05:20:00 UTC 2021,29714,1747.65,,
Tue Jul 20 05:30:00 UTC 2021,29677,1746.5,,
Tue Jul 20 05:40:00 UTC 2021,29646,1743.1,,
Tue Jul 20 05:50:00 UTC 2021,29641,1748.1,,
Tue Jul 20 06:00:00 UTC 2021,29697.5,1751.55,,
Tue Jul 20 06:10:00 UTC 2021,29699,1749.75,,
Tue Jul 20 06:20:00 UTC 2021,29646,1748,,
Tue Jul 20 06:30:00 UTC 2021,29654,1749.05,,
Tue Jul 20 06:40:00 UTC 2021,29709.5,1753.35,,
Tue Jul 20 06:50:00 UTC 2021,29700,1756.9,,
Tue Jul 20 07:00:00 UTC 2021,29692,1756.1,,
Tue Jul 20 07:10:00 UTC 2021,29772,1765.05,,
Tue Jul 20 07:20:00 UTC 2021,29792.5,1762.1,,
Tue Jul 20 07:30:00 UTC 2021,29726.5,1758.05,,
Tue Jul 20 07:40:00 UTC 2021,29727.5,1760.5,,
Tue Jul 20 07:50:00 UTC 2021,29754.5,1758.5,,
Tue Jul 20 08:00:00 UTC 2021,29820,1760.15,,
Tue Jul 20 08:10:00 UTC 2021,29768,1746.25,,
Tue Jul 20 08:20:00 UTC 2021,29834,1756.5,,
Tue Jul 20 08:30:00 UTC 2021,29815.5,1754.2,,
Tue Jul 20 08:40:00 UTC 2021,29691,1744.85,,
Tue Jul 20 08:50:00 UTC 2021,29707.5,1741.85,,
Tue Jul 20 09:00:00 UTC 2021,29634,1735.65,,
Tue Jul 20 09:10:00 UTC 2021,29679.5,1741.75,,
Tue Jul 20 09:20:00 UTC 2021,29670,1738.7,,
Tue Jul 20 09:30:00 UTC 2021,29689,1739,,
Tue Jul 20 09:40:00 UTC 2021,29696.5,1736,,
Tue Jul 20 09:50:00 UTC 2021,29600,1733.7,,
Tue Jul 20 10:00:00 UTC 2021,29415.5,1728.2,,
Tue Jul 20 10:10:00 UTC 2021,29486.5,1737.4,,
Tue Jul 20 10:20:00 UTC 2021,29530,1742.4,,
Tue Jul 20 10:30:00 UTC 2021,29629.5,1748.45,,
Tue Jul 20 10:40:00 UTC 2021,29600,1744.2,,
Tue Jul 20 10:50:00 UTC 2021,29593.5,1744.5,,
Tue Jul 20 11:00:00 UTC 2021,29659,1755.1,,
Tue Jul 20 11:10:00 UTC 2021,29636.5,1752.1,,
Tue Jul 20 11:20:00 UTC 2021,29595.5,1748.45,,
Tue Jul 20 11:30:00 UTC 2021,29562,1743.5,,
Tue Jul 20 11:40:00 UTC 2021,29711,1756.45,,
Tue Jul 20 11:50:00 UTC 2021,29633.5,1750.55,,
Tue Jul 20 12:00:00 UTC 2021,29688,1756.2,,
Tue Jul 20 12:10:00 UTC 2021,29736.5,1758.45,,
Tue Jul 20 12:20:00 UTC 2021,29682,1751.2,,
Tue Jul 20 12:30:00 UTC 2021,29626.5,1747.65,,
Tue Jul 20 12:40:00 UTC 2021,29681,1750.6,,
Tue Jul 20 12:50:00 UTC 2021,29710,1757.45,,
Tue Jul 20 13:00:00 UTC 2021,29705.5,1757,,
Tue Jul 20 13:10:00 UTC 2021,29650,1752.65,,
Tue Jul 20 13:20:00 UTC 2021,29766,1753.25,,
Tue Jul 20 13:30:00 UTC 2021,29581,1740.95,,
Tue Jul 20 13:40:00 UTC 2021,29462.5,1739.65,,
Tue Jul 20 13:50:00 UTC 2021,29510,1743,,
Tue Jul 20 14:00:00 UTC 2021,29524.5,1744.3,,
Tue Jul 20 14:10:00 UTC 2021,29703,1763.8,,
Tue Jul 20 14:20:00 UTC 2021,29435.5,1746.6,,
Tue Jul 20 14:30:00 UTC 2021,29687.5,1762.05,,
Tue Jul 20 14:40:00 UTC 2021,29638,1757.45,,
Tue Jul 20 14:50:00 UTC 2021,29668.5,1758.1,,
Tue Jul 20 15:00:00 UTC 2021,29738.5,1768.6,,
Tue Jul 20 15:10:00 UTC 2021,29746.5,1765.45,,
Tue Jul 20 15:20:00 UTC 2021,29722,1771.65,,
Tue Jul 20 15:30:00 UTC 2021,29912,1812.35,,
Tue Jul 20 15:40:00 UTC 2021,29860,1801.15,,
Tue Jul 20 15:50:00 UTC 2021,29818,1796.4,,
Tue Jul 20 16:00:00 UTC 2021,29906,1805.25,,
Tue Jul 20 16:10:00 UTC 2021,29772.5,1795.5,,
Tue Jul 20 16:20:00 UTC 2021,29725,1789.35,,
Tue Jul 20 16:30:00 UTC 2021,29792.5,1795.5,,
Tue Jul 20 16:40:00 UTC 2021,29769,1792.9,,
Tue Jul 20 16:50:00 UTC 2021,29749.5,1789.75,,
Tue Jul 20 17:00:00 UTC 2021,29633.5,1777.95,,
Tue Jul 20 17:10:00 UTC 2021,29632.5,1778.55,,
Tue Jul 20 17:20:00 UTC 2021,29635.5,1777.95,,
Tue Jul 20 17:30:00 UTC 2021,29665.5,1783.5,,
Tue Jul 20 17:40:00 UTC 2021,29663,1779.4,,
Tue Jul 20 17:50:00 UTC 2021,29622,1778.7,,
Tue Jul 20 18:00:00 UTC 2021,29631.5,1781.85,,
Tue Jul 20 18:10:00 UTC 2021,29690.5,1784.35,,
Tue Jul 20 18:20:00 UTC 2021,29751.5,1790.15,,
Tue Jul 20 18:30:00 UTC 2021,29750.5,1788.85,,
Tue Jul 20 18:40:00 UTC 2021,29737.5,1786.9,,
Tue Jul 20 18:50:00 UTC 2021,29780.5,1790.6,,
Tue Jul 20 19:00:00 UTC 2021,29781,1794.8,,
Tue Jul 20 19:10:00 UTC 2021,29754,1789.2,,
Tue Jul 20 19:20:00 UTC 2021,29801.5,1798.95,,
Tue Jul 20 19:30:00 UTC 2021,29862.5,1797.9,,
Tue Jul 20 19:40:00 UTC 2021,29825,1795.45,,
Tue Jul 20 19:50:00 UTC 2021,29824.5,1795.25,,
Tue Jul 20 20:00:00 UTC 2021,29760,1788.35,,
Tue Jul 20 20:10:00 UTC 2021,29882.5,1797.7,,
Tue Jul 20 20:20:00 UTC 2021,29904.5,1797.65,,
Tue Jul 20 20:30:00 UTC 2021,29921,1800,,
Tue Jul 20 20:40:00 UTC 2021,29896,1797.2,,
Tue Jul 20 20:50:00 UTC 2021,29868.5,1794.55,,
Tue Jul 20 21:00:00 UTC 2021,29838.5,1792.95,,
Tue Jul 20 21:10:00 UTC 2021,29828,1794.65,,
Tue Jul 20 21:20:00 UTC 2021,29680,1782.55,,
Tue Jul 20 21:30:00 UTC 2021,29626,1780.3,,
Tue Jul 20 21:40:00 UTC 2021,29656,1782.65,,
Tue Jul 20 21:50:00 UTC 2021,29686.5,1785.7,,
Tue Jul 20 22:00:00 UTC 2021,29658,1784.35,,
Tue Jul 20 22:10:00 UTC 2021,29641,1781.15,,
Tue Jul 20 22:20:00 UTC 2021,29651,1782.7,,
Tue Jul 20 22:30:00 UTC 2021,29643,1780.4,,
Tue Jul 20 22:40:00 UTC 2021,29573,1774.75,,
Tue Jul 20 22:50:00 UTC 2021,29513.5,1767.25,,
Tue Jul 20 23:00:00 UTC 2021,29545.5,1769.15,,
Tue Jul 20 23:10:00 UTC 2021,29584,1774.95,,
Tue Jul 20 23:20:00 UTC 2021,29669,1782.9,,
Tue Jul 20 23:30:00 UTC 2021,29652,1783.1,,
Tue Jul 20 23:40:00 UTC 2021,29779,1783.2,,
Tue Jul 20 23:50:00 UTC 2021,29790,1782.35,,
Wed Jul 21 00:00:00 UTC 2021,29776,1784.85,,
Wed Jul 21 00:10:00 UTC 2021,29795,1786.35,,
Wed Jul 21 00:20:00 UTC 2021,29777,1787.25,,
Wed Jul 21 00:30:00 UTC 2021,29678.5,1780.65,,
Wed Jul 21 00:40:00 UTC 2021,29630,1775.55,,
Wed Jul 21 00:50:00 UTC 2021,29577,1770.25,,
Wed Jul 21 01:00:00 UTC 2021,29584,1768.35,,
Wed Jul 21 01:10:00 UTC 2021,29655.5,1774.6,,
Wed Jul 21 01:20:00 UTC 2021,29552.5,1759.2,,
Wed Jul 21 01:30:00 UTC 2021,29654.5,1766.65,,
Wed Jul 21 01:40:00 UTC 2021,29689,1773,,
Wed Jul 21 01:50:00 UTC 2021,29690,1770.1,,
Wed Jul 21 02:00:00 UTC 2021,29749.5,1773.4,,
Wed Jul 21 02:10:00 UTC 2021,29783.5,1781.9,,
Wed Jul 21 02:20:00 UTC 2021,29730,1780.05,,
Wed Jul 21 02:30:00 UTC 2021,29749,1781.3,,
Wed Jul 21 02:40:00 UTC 2021,29809,1787.4,,
Wed Jul 21 02:50:00 UTC 2021,29845,1791.75,,
Wed Jul 21 03:00:00 UTC 2021,29820,1794.4,,
Wed Jul 21 03:10:00 UTC 2021,29798.5,1791.05,,
Wed Jul 21 03:20:00 UTC 2021,29863,1798.2,,
Wed Jul 21 03:30:00 UTC 2021,29815.5,1796.2,,
Wed Jul 21 03:40:00 UTC 2021,29890,1803.6,,
Wed Jul 21 03:50:00 UTC 2021,29826,1797.7,,
Wed Jul 21 04:00:00 UTC 2021,29832,1801.2,,
Wed Jul 21 04:10:00 UTC 2021,29927,1811.9,,
Wed Jul 21 04:20:00 UTC 2021,30451.5,1838.45,,
Wed Jul 21 04:30:00 UTC 2021,30699.5,1854.15,,
Wed Jul 21 04:40:00 UTC 2021,30603,1851.95,,
Wed Jul 21 04:50:00 UTC 2021,30718.5,1870.8,,
Wed Jul 21 05:00:00 UTC 2021,30655.5,1862.2,,
Wed Jul 21 05:10:00 UTC 2021,30612.5,1858.25,,
Wed Jul 21 05:20:00 UTC 2021,30607,1857.3,,
Wed Jul 21 05:30:00 UTC 2021,30701,1864.35,,
Wed Jul 21 05:40:00 UTC 2021,30856,1867.25,,
Wed Jul 21 05:50:00 UTC 2021,30733,1861.55,,
Wed Jul 21 06:00:00 UTC 2021,30671,1856.95,,
Wed Jul 21 06:10:00 UTC 2021,30668,1861.6,,
Wed Jul 21 06:20:00 UTC 2021,30796.5,1865.65,,
Wed Jul 21 06:30:00 UTC 2021,30790,1869.95,,
Wed Jul 21 06:40:00 UTC 2021,30742,1868.15,,
Wed Jul 21 06:50:00 UTC 2021,30776,1870.95,,
Wed Jul 21 07:00:00 UTC 2021,30867.5,1878.3,,
Wed Jul 21 07:10:00 UTC 2021,30825,1873.4,,
Wed Jul 21 07:20:00 UTC 2021,30795.5,1869.65,,
Wed Jul 21 07:30:00 UTC 2021,30843.5,1871.75,,
Wed Jul 21 07:40:00 UTC 2021,30786,1865.05,,
Wed Jul 21 07:50:00 UTC 2021,30790.5,1871.8,,
Wed Jul 21 08:00:00 UTC 2021,30805.5,1875.2,,
Wed Jul 21 08:10:00 UTC 2021,30783,1869.75,,
Wed Jul 21 08:20:00 UTC 2021,30748,1863.6,,
Wed Jul 21 08:30:00 UTC 2021,30772,1866.9,,
Wed Jul 21 08:40:00 UTC 2021,30810,1868.15,,
Wed Jul 21 08:50:00 UTC 2021,30808,1868.95,,
Wed Jul 21 09:00:00 UTC 2021,30829,1872.15,,
Wed Jul 21 09:10:00 UTC 2021,30798.5,1869.55,,
Wed Jul 21 09:20:00 UTC 2021,30808.5,1869.75,,
Wed Jul 21 09:30:00 UTC 2021,30798.5,1866.7,,
Wed Jul 21 09:40:00 UTC 2021,30866.5,1874.55,,
Wed Jul 21 09:50:00 UTC 2021,30871.5,1876.1,,
Wed Jul 21 10:00:00 UTC 2021,31318.5,1892.75,,
Wed Jul 21 10:10:00 UTC 2021,31534,1907.75,,
Wed Jul 21 10:20:00 UTC 2021,31422.5,1898.3,,
Wed Jul 21 10:30:00 UTC 2021,31439,1896.85,,
Wed Jul 21 10:40:00 UTC 2021,31388,1894.45,,
Wed Jul 21 10:50:00 UTC 2021,31385,1897.75,,
Wed Jul 21 11:00:00 UTC 2021,31367,1901.35,,
Wed Jul 21 11:10:00 UTC 2021,31391.5,1897.05,,
Wed Jul 21 11:20:00 UTC 2021,31422,1898.65,,
Wed Jul 21 11:30:00 UTC 2021,31447,1899.95,,
