Date,BTC,ETH,,XXXX
Sun Oct 31 03:30:00 UTC 2021,61914,4374.05,,
Sun Oct 31 03:40:00 UTC 2021,61794,4375.7,,
Sun Oct 31 03:50:00 UTC 2021,61769.5,4375.55,,
Sun Oct 31 04:00:00 UTC 2021,61798.5,4375.4,,
Sun Oct 31 04:10:00 UTC 2021,61708,4368.45,,
Sun Oct 31 04:20:00 UTC 2021,61785.5,4376.95,,
Sun Oct 31 04:30:00 UTC 2021,61738,4379.35,,
Sun Oct 31 04:40:00 UTC 2021,61694.5,4384.45,,
Sun Oct 31 04:50:00 UTC 2021,61600.5,4379.85,,
Sun Oct 31 05:00:00 UTC 2021,61500.5,4371.8,,
Sun Oct 31 05:10:00 UTC 2021,61439,4363.9,,
Sun Oct 31 05:20:00 UTC 2021,61449.5,4338.9,,
Sun Oct 31 05:30:00 UTC 2021,61368,4326,,
Sun Oct 31 05:40:00 UTC 2021,61421.5,4334.7,,
Sun Oct 31 05:50:00 UTC 2021,61397.5,4329.1,,
Sun Oct 31 06:00:00 UTC 2021,61353.5,4333.45,,
Sun Oct 31 06:10:00 UTC 2021,61312,4326.8,,
Sun Oct 31 06:20:00 UTC 2021,61371.5,4318.25,,
Sun Oct 31 06:30:00 UTC 2021,61339.5,4317.05,,
Sun Oct 31 06:40:00 UTC 2021,61184.5,4308.6,,
Sun Oct 31 06:50:00 UTC 2021,61365,4315.3,,
Sun Oct 31 07:00:00 UTC 2021,61390.5,4321.45,,
Sun Oct 31 07:10:00 UTC 2021,61443.5,4328,,
Sun Oct 31 07:20:00 UTC 2021,61473.5,4333,,
Sun Oct 31 07:30:01 UTC 2021,61418.5,4335.2,,
Sun Oct 31 07:40:00 UTC 2021,61392.5,4328.55,,
Sun Oct 31 07:50:00 UTC 2021,61405.5,4323.5,,
Sun Oct 31 08:00:00 UTC 2021,61443,4323,,
Sun Oct 31 08:10:00 UTC 2021,61215.5,4312.65,,
Sun Oct 31 08:20:00 UTC 2021,61205,4314.45,,
Sun Oct 31 08:30:00 UTC 2021,60960,4292.45,,
Sun Oct 31 08:40:00 UTC 2021,60925,4282.7,,
Sun Oct 31 08:50:00 UTC 2021,60980.5,4287.5,,
Sun Oct 31 09:00:00 UTC 2021,60830.5,4278,,
Sun Oct 31 09:10:00 UTC 2021,60734,4265.35,,
Sun Oct 31 09:20:00 UTC 2021,60755,4274,,
Sun Oct 31 09:30:00 UTC 2021,60815,4277.5,,
Sun Oct 31 09:40:00 UTC 2021,60813.5,4275.05,,
Sun Oct 31 09:50:00 UTC 2021,60689.5,4263.9,,
Sun Oct 31 10:00:00 UTC 2021,60703,4262.7,,
Sun Oct 31 10:10:00 UTC 2021,60583,4239.75,,
Sun Oct 31 10:20:00 UTC 2021,60678,4244.45,,
Sun Oct 31 10:30:00 UTC 2021,60854.5,4262.8,,
Sun Oct 31 10:40:00 UTC 2021,60900,4270,,
Sun Oct 31 10:50:00 UTC 2021,60990.5,4273.8,,
Sun Oct 31 11:00:00 UTC 2021,60873.5,4256.55,,
Sun Oct 31 11:10:00 UTC 2021,60810.5,4258.35,,
Sun Oct 31 11:20:00 UTC 2021,60874.5,4252.5,,
Sun Oct 31 11:30:00 UTC 2021,60669.5,4243,,
Sun Oct 31 11:40:00 UTC 2021,60500,4211.95,,
Sun Oct 31 11:50:00 UTC 2021,60582.5,4222.8,,
Sun Oct 31 12:00:00 UTC 2021,60510,4211.4,,
Sun Oct 31 12:10:00 UTC 2021,60479.5,4186.95,,
Sun Oct 31 12:20:00 UTC 2021,60763.5,4217.6,,
Sun Oct 31 12:30:00 UTC 2021,60701,4215.55,,
Sun Oct 31 12:40:00 UTC 2021,60440,4207.7,,
Sun Oct 31 12:50:00 UTC 2021,60350,4202.55,,
Sun Oct 31 13:00:00 UTC 2021,60341.5,4191.5,,
Sun Oct 31 13:10:00 UTC 2021,60576.5,4211.05,,
Sun Oct 31 13:20:00 UTC 2021,60590,4220,,
Sun Oct 31 13:30:00 UTC 2021,60390,4200.95,,
Sun Oct 31 13:40:00 UTC 2021,60260.5,4192.05,,
Sun Oct 31 13:50:00 UTC 2021,60262,4192.8,,
Sun Oct 31 14:00:00 UTC 2021,60470,4210.2,,
Sun Oct 31 14:10:00 UTC 2021,60413.5,4207.3,,
Sun Oct 31 14:20:00 UTC 2021,60587,4231.15,,
Sun Oct 31 14:30:00 UTC 2021,60633,4230.85,,
Sun Oct 31 14:40:00 UTC 2021,60573.5,4221.85,,
Sun Oct 31 14:50:00 UTC 2021,60423,4209.45,,
Sun Oct 31 15:00:00 UTC 2021,60497.5,4211.75,,
Sun Oct 31 15:10:00 UTC 2021,60579,4212.95,,
Sun Oct 31 15:20:00 UTC 2021,60688.5,4220.65,,
Sun Oct 31 15:30:00 UTC 2021,60767,4229.55,,
Sun Oct 31 15:40:00 UTC 2021,60635,4213.35,,
Sun Oct 31 15:50:00 UTC 2021,60726.5,4229.3,,
Sun Oct 31 16:00:00 UTC 2021,60550.5,4219.85,,
Sun Oct 31 16:10:00 UTC 2021,60491,4213.1,,
Sun Oct 31 16:20:00 UTC 2021,60374.5,4207.25,,
Sun Oct 31 16:30:00 UTC 2021,60635.5,4229.35,,
Sun Oct 31 16:40:00 UTC 2021,60524,4225.05,,
Sun Oct 31 16:50:00 UTC 2021,60737,4244.75,,
Sun Oct 31 17:00:00 UTC 2021,60770,4242.8,,
Sun Oct 31 17:10:00 UTC 2021,60621,4235.05,,
Sun Oct 31 17:20:00 UTC 2021,60868,4255.05,,
Sun Oct 31 17:30:00 UTC 2021,60973.5,4265.65,,
Sun Oct 31 17:40:00 UTC 2021,60812,4254.75,,
Sun Oct 31 17:50:00 UTC 2021,60823,4256.55,,
Sun Oct 31 18:00:00 UTC 2021,60701,4248.6,,
Sun Oct 31 18:10:00 UTC 2021,60653,4238.55,,
Sun Oct 31 18:20:00 UTC 2021,60539,4227.8,,
Sun Oct 31 18:30:00 UTC 2021,60570,4230.5,,
Sun Oct 31 18:40:00 UTC 2021,60739.5,4243.45,,
Sun Oct 31 18:50:00 UTC 2021,60840.5,4248.9,,
Sun Oct 31 19:00:00 UTC 2021,60800,4258.65,,
Sun Oct 31 19:10:00 UTC 2021,60824.5,4260.45,,
Sun Oct 31 19:20:00 UTC 2021,60803.5,4260,,
Sun Oct 31 19:30:00 UTC 2021,60831.5,4263,,
Sun Oct 31 19:40:00 UTC 2021,60831.5,4261.75,,
Sun Oct 31 19:50:00 UTC 2021,60811,4257.15,,
Sun Oct 31 20:00:00 UTC 2021,60785.5,4254.7,,
Sun Oct 31 20:10:00 UTC 2021,60709.5,4245.5,,
Sun Oct 31 20:20:00 UTC 2021,60988.5,4268.05,,
Sun Oct 31 20:30:00 UTC 2021,61052.5,4274.55,,
Sun Oct 31 20:40:00 UTC 2021,60996,4274.65,,
Sun Oct 31 20:50:00 UTC 2021,61005,4273.55,,
Sun Oct 31 21:00:00 UTC 2021,61006.5,4272.25,,
Sun Oct 31 21:10:00 UTC 2021,60973.5,4270,,
Sun Oct 31 21:20:00 UTC 2021,61103.5,4282.6,,
Sun Oct 31 21:30:00 UTC 2021,61250,4282,,
Sun Oct 31 21:40:00 UTC 2021,61550,4313.5,,
Sun Oct 31 21:50:00 UTC 2021,61532.5,4318.25,,
Sun Oct 31 22:00:00 UTC 2021,61517,4317.1,,
Sun Oct 31 22:10:00 UTC 2021,61454.5,4312,,
Sun Oct 31 22:20:00 UTC 2021,61495,4311.95,,
Sun Oct 31 22:30:00 UTC 2021,61566,4316.05,,
Sun Oct 31 22:40:00 UTC 2021,61410.5,4303,,
Sun Oct 31 22:50:00 UTC 2021,61462,4307.95,,
Sun Oct 31 23:00:00 UTC 2021,61460,4302,,
Sun Oct 31 23:10:00 UTC 2021,61307,4280.6,,
Sun Oct 31 23:20:00 UTC 2021,61546.5,4298.2,,
Sun Oct 31 23:30:00 UTC 2021,61536.5,4295.6,,
Sun Oct 31 23:40:00 UTC 2021,61531.5,4300.95,,
Sun Oct 31 23:50:00 UTC 2021,61475.5,4297.1,,
Mon Nov 01 00:00:00 UTC 2021,61421.5,4294.55,,
Mon Nov 01 00:10:00 UTC 2021,61485.5,4308.1,,
Mon Nov 01 00:20:00 UTC 2021,61764,4327.5,,
Mon Nov 01 00:30:00 UTC 2021,61623,4322.8,,
Mon Nov 01 00:40:00 UTC 2021,61645,4321.4,,
Mon Nov 01 00:50:00 UTC 2021,61530,4312.15,,
Mon Nov 01 01:00:00 UTC 2021,61640,4322.7,,
Mon Nov 01 01:10:00 UTC 2021,61789,4325.5,,
Mon Nov 01 01:20:00 UTC 2021,61742.5,4319.35,,
Mon Nov 01 01:30:00 UTC 2021,61725,4317.5,,
Mon Nov 01 01:40:00 UTC 2021,61585.5,4310.65,,
Mon Nov 01 01:50:00 UTC 2021,61492,4305.95,,
Mon Nov 01 02:00:00 UTC 2021,61387.5,4301.3,,
Mon Nov 01 02:10:00 UTC 2021,61424,4308.55,,
Mon Nov 01 02:20:00 UTC 2021,60602,4269.3,,
Mon Nov 01 02:30:00 UTC 2021,60295,4218.65,,
Mon Nov 01 02:40:00 UTC 2021,60539,4239.3,,
Mon Nov 01 02:50:00 UTC 2021,60537,4235.85,,
Mon Nov 01 03:00:00 UTC 2021,60643.5,4242.1,,
Mon Nov 01 03:10:00 UTC 2021,60549.5,4234.95,,
Mon Nov 01 03:20:00 UTC 2021,60432.5,4227.3,,
Mon Nov 01 03:30:00 UTC 2021,60470,4222.15,,
Mon Nov 01 03:40:00 UTC 2021,60410,4226.15,,
Mon Nov 01 03:50:00 UTC 2021,60324.5,4213.1,,
Mon Nov 01 04:00:00 UTC 2021,59970.5,4191.65,,
Mon Nov 01 04:10:00 UTC 2021,59980.5,4174.8,,
Mon Nov 01 04:20:00 UTC 2021,60298.5,4203.95,,
Mon Nov 01 04:30:00 UTC 2021,60345,4213.25,,
Mon Nov 01 04:40:00 UTC 2021,60653.5,4235.95,,
Mon Nov 01 04:50:00 UTC 2021,60606,4235.75,,
Mon Nov 01 05:00:00 UTC 2021,60600.5,4232.7,,
Mon Nov 01 05:10:00 UTC 2021,60602,4239.5,,
Mon Nov 01 05:20:00 UTC 2021,60716.5,4244.25,,
Mon Nov 01 05:30:00 UTC 2021,60726,4242.75,,
Mon Nov 01 05:40:00 UTC 2021,60760.5,4250,,
Mon Nov 01 05:50:00 UTC 2021,60715.5,4248.35,,
Mon Nov 01 06:00:00 UTC 2021,60691,4229.55,,
Mon Nov 01 06:10:00 UTC 2021,60562.5,4215.05,,
Mon Nov 01 06:20:00 UTC 2021,60418,4207.45,,
Mon Nov 01 06:30:00 UTC 2021,60697.5,4236.25,,
Mon Nov 01 06:40:00 UTC 2021,60977,4253.2,,
Mon Nov 01 06:50:00 UTC 2021,60821,4244.75,,
Mon Nov 01 07:00:00 UTC 2021,60833,4244.65,,
Mon Nov 01 07:10:00 UTC 2021,61610.5,4289,,
Mon Nov 01 07:20:00 UTC 2021,62203,4315.75,,
Mon Nov 01 07:30:00 UTC 2021,62165,4304.3,,
Mon Nov 01 07:40:00 UTC 2021,62103,4296.65,,
Mon Nov 01 07:50:00 UTC 2021,62165.5,4304.25,,
Mon Nov 01 08:00:00 UTC 2021,62300,4308,,
Mon Nov 01 08:10:00 UTC 2021,62299.5,4326.2,,
Mon Nov 01 08:20:00 UTC 2021,62202.5,4320.2,,
Mon Nov 01 08:30:00 UTC 2021,62158.5,4329.65,,
Mon Nov 01 08:40:00 UTC 2021,62074.5,4314.35,,
Mon Nov 01 08:50:00 UTC 2021,61900,4309.3,,
Mon Nov 01 09:00:00 UTC 2021,62010,4318.95,,
Mon Nov 01 09:10:00 UTC 2021,62186.5,4338.65,,
Mon Nov 01 09:20:00 UTC 2021,62142.5,4338.05,,
Mon Nov 01 09:30:00 UTC 2021,62142.5,4331.75,,
Mon Nov 01 09:40:00 UTC 2021,62135.5,4334.1,,
Mon Nov 01 09:50:00 UTC 2021,62230,4331.4,,
Mon Nov 01 10:00:00 UTC 2021,62100,4323,,
Mon Nov 01 10:10:00 UTC 2021,62146.5,4332.65,,
Mon Nov 01 10:20:00 UTC 2021,62057,4322.6,,
Mon Nov 01 10:30:00 UTC 2021,62175,4329.95,,
Mon Nov 01 10:40:00 UTC 2021,62219,4336.8,,
Mon Nov 01 10:50:00 UTC 2021,62210,4330.05,,
Mon Nov 01 11:00:00 UTC 2021,62396.5,4337.65,,
Mon Nov 01 11:10:00 UTC 2021,62400.5,4360,,
Mon Nov 01 11:20:00 UTC 2021,62217.5,4350.25,,
Mon Nov 01 11:30:00 UTC 2021,62238,4360,,
Mon Nov 01 11:40:00 UTC 2021,62160,4344.85,,
Mon Nov 01 11:50:00 UTC 2021,62004.5,4326.95,,
Mon Nov 01 12:00:00 UTC 2021,61918.5,4322.4,,
Mon Nov 01 12:10:01 UTC 2021,62073,4355.95,,
Mon Nov 01 12:20:00 UTC 2021,62030,4364,,
Mon Nov 01 12:30:00 UTC 2021,61955,4352.1,,
Mon Nov 01 12:40:00 UTC 2021,61972,4361.45,,
Mon Nov 01 12:50:00 UTC 2021,61935.5,4365,,
Mon Nov 01 13:00:00 UTC 2021,61965,4356,,
Mon Nov 01 13:10:00 UTC 2021,61900,4351.3,,
Mon Nov 01 13:20:00 UTC 2021,61925.5,4360,,
Mon Nov 01 13:30:00 UTC 2021,62004,4360.75,,
Mon Nov 01 13:40:00 UTC 2021,62090,4368.95,,
Mon Nov 01 13:50:00 UTC 2021,61922.5,4360.65,,
Mon Nov 01 14:00:00 UTC 2021,62058,4385,,
Mon Nov 01 14:10:00 UTC 2021,61900,4360.8,,
Mon Nov 01 14:20:00 UTC 2021,61930,4368.65,,
Mon Nov 01 14:30:00 UTC 2021,61837.5,4368.4,,
Mon Nov 01 14:40:00 UTC 2021,61778,4354.15,,
Mon Nov 01 14:50:00 UTC 2021,61783,4353.5,,
Mon Nov 01 15:00:00 UTC 2021,61561,4335.85,,
Mon Nov 01 15:10:00 UTC 2021,61581.5,4334.25,,
Mon Nov 01 15:20:00 UTC 2021,61627.5,4349.15,,
Mon Nov 01 15:30:00 UTC 2021,61553,4349,,
Mon Nov 01 15:40:00 UTC 2021,61600,4355.95,,
Mon Nov 01 15:50:00 UTC 2021,61528.5,4343.2,,
Mon Nov 01 16:00:00 UTC 2021,61625,4356.95,,
Mon Nov 01 16:10:00 UTC 2021,61548,4346,,
Mon Nov 01 16:20:00 UTC 2021,61539.5,4350.9,,
Mon Nov 01 16:30:00 UTC 2021,61432,4346.75,,
Mon Nov 01 16:40:00 UTC 2021,61217.5,4327.05,,
Mon Nov 01 16:50:00 UTC 2021,61170,4312.35,,
Mon Nov 01 17:00:00 UTC 2021,61126.5,4301.8,,
Mon Nov 01 17:10:00 UTC 2021,60957,4292.05,,
Mon Nov 01 17:20:00 UTC 2021,61000,4292.7,,
Mon Nov 01 17:30:00 UTC 2021,60879,4285.95,,
Mon Nov 01 17:40:01 UTC 2021,60935.5,4293.5,,
Mon Nov 01 17:50:00 UTC 2021,60933.5,4298,,
Mon Nov 01 18:00:00 UTC 2021,60813.5,4288.1,,
Mon Nov 01 18:10:00 UTC 2021,60732,4280.55,,
Mon Nov 01 18:20:00 UTC 2021,60660,4285.9,,
Mon Nov 01 18:30:00 UTC 2021,60647.5,4289.8,,
Mon Nov 01 18:40:00 UTC 2021,60649.5,4290.8,,
Mon Nov 01 18:50:00 UTC 2021,60709.5,4308.3,,
Mon Nov 01 19:00:00 UTC 2021,60613.5,4302.2,,
Mon Nov 01 19:10:00 UTC 2021,61069.5,4338.55,,
Mon Nov 01 19:20:00 UTC 2021,61062,4343.15,,
Mon Nov 01 19:30:00 UTC 2021,61100.5,4344.1,,
Mon Nov 01 19:40:00 UTC 2021,60952.5,4337.7,,
Mon Nov 01 19:50:00 UTC 2021,60966,4342.8,,
Mon Nov 01 20:00:00 UTC 2021,61488,4370.4,,
Mon Nov 01 20:10:00 UTC 2021,61070.5,4346.9,,
Mon Nov 01 20:20:00 UTC 2021,61030.5,4349.95,,
Mon Nov 01 20:30:00 UTC 2021,60976.5,4333.15,,
Mon Nov 01 20:40:00 UTC 2021,60667,4330.4,,
Mon Nov 01 20:50:00 UTC 2021,60712.5,4323.4,,
Mon Nov 01 21:00:00 UTC 2021,60689.5,4315.5,,
Mon Nov 01 21:10:00 UTC 2021,60597.5,4300.7,,
Mon Nov 01 21:20:00 UTC 2021,60613.5,4298,,
Mon Nov 01 21:30:00 UTC 2021,60666,4295.55,,
Mon Nov 01 21:40:00 UTC 2021,60621,4298.65,,
Mon Nov 01 21:50:00 UTC 2021,60799.5,4300.5,,
Mon Nov 01 22:00:00 UTC 2021,60766.5,4300,,
Mon Nov 01 22:10:00 UTC 2021,60860,4314,,
Mon Nov 01 22:20:00 UTC 2021,60858,4316.8,,
Mon Nov 01 22:30:00 UTC 2021,61016,4324,,
Mon Nov 01 22:40:00 UTC 2021,61140.5,4333.6,,
Mon Nov 01 22:50:00 UTC 2021,61123.5,4326.2,,
Mon Nov 01 23:00:00 UTC 2021,61120,4308.7,,
Mon Nov 01 23:10:00 UTC 2021,61151.5,4327.75,,
Mon Nov 01 23:20:00 UTC 2021,61110.5,4328,,
Mon Nov 01 23:30:00 UTC 2021,61073,4321.35,,
Mon Nov 01 23:40:00 UTC 2021,61056,4318,,
Mon Nov 01 23:50:00 UTC 2021,61107.5,4335,,
Tue Nov 02 00:00:00 UTC 2021,60910,4323.85,,
Tue Nov 02 00:10:00 UTC 2021,60848,4319.35,,
Tue Nov 02 00:20:00 UTC 2021,61373,4347.9,,
Tue Nov 02 00:30:00 UTC 2021,61416,4347.9,,
Tue Nov 02 00:40:00 UTC 2021,60825.5,4300.45,,
Tue Nov 02 00:50:00 UTC 2021,60871,4307.65,,
Tue Nov 02 01:00:00 UTC 2021,60970,4316.45,,
Tue Nov 02 01:10:00 UTC 2021,60930.5,4311.55,,
Tue Nov 02 01:20:00 UTC 2021,61232,4329.6,,
Tue Nov 02 01:30:00 UTC 2021,61415.5,4336.5,,
Tue Nov 02 01:40:00 UTC 2021,61421.5,4335.55,,
Tue Nov 02 01:50:00 UTC 2021,61306.5,4325.25,,
Tue Nov 02 02:00:00 UTC 2021,61394.5,4327.75,,
Tue Nov 02 02:10:00 UTC 2021,61305,4329.9,,
Tue Nov 02 02:20:00 UTC 2021,61237.5,4321.8,,
Tue Nov 02 02:30:00 UTC 2021,61188.5,4323.2,,
Tue Nov 02 02:40:00 UTC 2021,61121.5,4320.35,,
Tue Nov 02 02:50:00 UTC 2021,60971,4309.6,,
Tue Nov 02 03:00:00 UTC 2021,60980.5,4314.3,,
Tue Nov 02 03:10:00 UTC 2021,61005,4318.95,,
Tue Nov 02 03:20:00 UTC 2021,60944,4314.4,,
Tue Nov 02 03:30:00 UTC 2021,61060,4314.5,,
Tue Nov 02 03:40:00 UTC 2021,61086.5,4320.95,,
Tue Nov 02 03:50:00 UTC 2021,61139,4321.85,,
Tue Nov 02 04:00:00 UTC 2021,61134.5,4326.05,,
Tue Nov 02 04:10:00 UTC 2021,61211.5,4330,,
Tue Nov 02 04:20:00 UTC 2021,61317,4337.95,,
Tue Nov 02 04:30:00 UTC 2021,61415,4348.2,,
Tue Nov 02 04:40:00 UTC 2021,61451.5,4356.9,,
Tue Nov 02 04:50:00 UTC 2021,61470,4359.1,,
Tue Nov 02 05:00:00 UTC 2021,61491.5,4370.95,,
Tue Nov 02 05:10:00 UTC 2021,61423.5,4356.75,,
Tue Nov 02 05:20:00 UTC 2021,61439.5,4351.05,,
Tue Nov 02 05:30:00 UTC 2021,61530.5,4354.25,,
Tue Nov 02 05:40:00 UTC 2021,61749,4361.2,,
Tue Nov 02 05:50:00 UTC 2021,61793.5,4376.4,,
Tue Nov 02 06:00:00 UTC 2021,61846,4373.3,,
Tue Nov 02 06:10:00 UTC 2021,61769,4363.4,,
Tue Nov 02 06:20:00 UTC 2021,61719.5,4366.5,,
Tue Nov 02 06:30:00 UTC 2021,61721,4369.35,,
Tue Nov 02 06:40:00 UTC 2021,61852,4391.95,,
Tue Nov 02 06:50:00 UTC 2021,61716,4381,,
Tue Nov 02 07:00:00 UTC 2021,61848.5,4389.75,,
Tue Nov 02 07:10:00 UTC 2021,61785.5,4379.1,,
Tue Nov 02 07:20:00 UTC 2021,61865,4376.35,,
Tue Nov 02 07:30:00 UTC 2021,61780,4366.8,,
Tue Nov 02 07:40:00 UTC 2021,61731,4368.95,,
Tue Nov 02 07:50:00 UTC 2021,61648.5,4356.65,,
Tue Nov 02 08:00:00 UTC 2021,61611.5,4349.4,,
Tue Nov 02 08:10:00 UTC 2021,61477,4344.7,,
Tue Nov 02 08:20:00 UTC 2021,61618,4356.8,,
Tue Nov 02 08:30:00 UTC 2021,61508,4353.85,,
Tue Nov 02 08:40:00 UTC 2021,61551,4357,,
Tue Nov 02 08:50:00 UTC 2021,61832.5,4364.35,,
Tue Nov 02 09:00:00 UTC 2021,61662,4358.7,,
Tue Nov 02 09:10:00 UTC 2021,61622,4356,,
Tue Nov 02 09:20:00 UTC 2021,61713,4361.6,,
Tue Nov 02 09:30:00 UTC 2021,61737.5,4370.75,,
Tue Nov 02 09:40:00 UTC 2021,62670,4406.05,,
Tue Nov 02 09:50:00 UTC 2021,63330,4434.25,,
Tue Nov 02 10:00:00 UTC 2021,63256.5,4441.95,,
Tue Nov 02 10:10:00 UTC 2021,63450.5,4456.5,,
Tue Nov 02 10:20:00 UTC 2021,63467,4460.15,,
Tue Nov 02 10:30:00 UTC 2021,63466.5,4487.85,,
Tue Nov 02 10:40:00 UTC 2021,63347,4468.6,,
Tue Nov 02 10:50:00 UTC 2021,63254,4455.95,,
Tue Nov 02 11:00:00 UTC 2021,63332,4458.5,,
Tue Nov 02 11:10:00 UTC 2021,63397,4461.1,,
Tue Nov 02 11:20:00 UTC 2021,63398.5,4459.95,,
Tue Nov 02 11:30:00 UTC 2021,63391,4465.7,,
Tue Nov 02 11:40:00 UTC 2021,63280,4459.85,,
Tue Nov 02 11:50:00 UTC 2021,63253.5,4437.1,,
Tue Nov 02 12:00:00 UTC 2021,63078,4422.25,,
Tue Nov 02 12:10:00 UTC 2021,63236,4443.85,,
Tue Nov 02 12:20:00 UTC 2021,63250.5,4453,,
Tue Nov 02 12:30:00 UTC 2021,63200,4441.95,,
Tue Nov 02 12:40:00 UTC 2021,63215,4445,,
Tue Nov 02 12:50:00 UTC 2021,63229.5,4454.3,,
Tue Nov 02 13:00:00 UTC 2021,63127.5,4442.75,,
Tue Nov 02 13:10:00 UTC 2021,63200,4462,,
Tue Nov 02 13:20:00 UTC 2021,63300.5,4466.65,,
Tue Nov 02 13:30:00 UTC 2021,63342.5,4472.1,,
Tue Nov 02 13:40:00 UTC 2021,63266.5,4469.05,,
Tue Nov 02 13:50:00 UTC 2021,63266,4467.9,,
Tue Nov 02 14:00:00 UTC 2021,63490.5,4496.3,,
Tue Nov 02 14:10:00 UTC 2021,63432.5,4490,,
Tue Nov 02 14:20:00 UTC 2021,63261.5,4482.7,,
Tue Nov 02 14:30:00 UTC 2021,63435,4483.65,,
Tue Nov 02 14:40:00 UTC 2021,63474.5,4489.25,,
Tue Nov 02 14:50:00 UTC 2021,63420,4475.05,,
Tue Nov 02 15:00:01 UTC 2021,63418.5,4477.7,,
Tue Nov 02 15:10:00 UTC 2021,63515,4503.5,,
Tue Nov 02 15:20:00 UTC 2021,63539,4498.75,,
Tue Nov 02 15:30:00 UTC 2021,63515,4505.9,,
Tue Nov 02 15:40:00 UTC 2021,63848.5,4504.05,,
Tue Nov 02 15:50:00 UTC 2021,64141,4517.05,,
Tue Nov 02 16:00:00 UTC 2021,64130,4519.35,,
Tue Nov 02 16:10:00 UTC 2021,63992,4500.05,,
Tue Nov 02 16:20:00 UTC 2021,63789.5,4498.5,,
Tue Nov 02 16:30:00 UTC 2021,63861,4504.25,,
Tue Nov 02 16:40:00 UTC 2021,63800,4497.85,,
Tue Nov 02 16:50:00 UTC 2021,63891,4517.6,,
Tue Nov 02 17:00:00 UTC 2021,63786,4505.35,,
Tue Nov 02 17:10:00 UTC 2021,63825.5,4502,,
Tue Nov 02 17:20:00 UTC 2021,63857.5,4502.65,,
Tue Nov 02 17:30:00 UTC 2021,63713.5,4495.95,,
Tue Nov 02 17:40:00 UTC 2021,63615.5,4487.55,,
Tue Nov 02 17:50:00 UTC 2021,63572.5,4488,,
Tue Nov 02 18:00:00 UTC 2021,63575,4485,,
Tue Nov 02 18:10:00 UTC 2021,63512.5,4489.95,,
Tue Nov 02 18:20:00 UTC 2021,63442.5,4494.9,,
Tue Nov 02 18:30:00 UTC 2021,63485,4509.8,,
Tue Nov 02 18:40:00 UTC 2021,63512,4508.95,,
Tue Nov 02 18:50:00 UTC 2021,63473,4508.05,,
Tue Nov 02 19:00:00 UTC 2021,63380,4503.35,,
Tue Nov 02 19:10:00 UTC 2021,63443,4510.05,,
Tue Nov 02 19:20:00 UTC 2021,63404.5,4505.3,,
Tue Nov 02 19:30:00 UTC 2021,63588,4524.3,,
Tue Nov 02 19:40:00 UTC 2021,63689,4523.3,,
Tue Nov 02 19:50:00 UTC 2021,63529,4511.35,,
Tue Nov 02 20:00:00 UTC 2021,63678.5,4517.05,,
Tue Nov 02 20:10:00 UTC 2021,63476.5,4524,,
Tue Nov 02 20:20:00 UTC 2021,63423,4532.35,,
Tue Nov 02 20:30:00 UTC 2021,63256,4517.65,,
Tue Nov 02 20:40:00 UTC 2021,63210,4502.25,,
Tue Nov 02 20:50:00 UTC 2021,63231,4509.85,,
Tue Nov 02 21:00:00 UTC 2021,63242,4504.35,,
Tue Nov 02 21:10:00 UTC 2021,63182.5,4493.65,,
Tue Nov 02 21:20:00 UTC 2021,63212.5,4515.8,,
Tue Nov 02 21:30:00 UTC 2021,63149.5,4518.15,,
Tue Nov 02 21:40:00 UTC 2021,63243.5,4522.2,,
Tue Nov 02 21:50:00 UTC 2021,63156,4522.25,,
Tue Nov 02 22:00:00 UTC 2021,63130.5,4530.95,,
Tue Nov 02 22:10:00 UTC 2021,63095.5,4541.9,,
Tue Nov 02 22:20:00 UTC 2021,63078.5,4542.95,,
Tue Nov 02 22:30:00 UTC 2021,63213,4560.05,,
Tue Nov 02 22:40:00 UTC 2021,63150,4553.65,,
Tue Nov 02 22:50:00 UTC 2021,63100.5,4546.8,,
Tue Nov 02 23:00:00 UTC 2021,63045.5,4546.75,,
Tue Nov 02 23:10:00 UTC 2021,62900.5,4557.95,,
Tue Nov 02 23:20:00 UTC 2021,62855.5,4572.35,,
Tue Nov 02 23:30:00 UTC 2021,62834.5,4562.55,,
Tue Nov 02 23:40:00 UTC 2021,62946,4591.2,,
Tue Nov 02 23:50:00 UTC 2021,63219,4600.5,,
Wed Nov 03 00:00:00 UTC 2021,63289,4591,,
Wed Nov 03 00:10:00 UTC 2021,63265.5,4587.05,,
Wed Nov 03 00:20:00 UTC 2021,63170.5,4582.55,,
Wed Nov 03 00:30:00 UTC 2021,63068,4564.8,,
Wed Nov 03 00:40:00 UTC 2021,63100,4572.75,,
Wed Nov 03 00:50:01 UTC 2021,63183,4589.95,,
Wed Nov 03 01:00:00 UTC 2021,63630,4643.5,,
Wed Nov 03 01:10:00 UTC 2021,63431,4642.55,,
Wed Nov 03 01:20:00 UTC 2021,63361.5,4627.45,,
Wed Nov 03 01:30:00 UTC 2021,63290,4625,,
Wed Nov 03 01:40:00 UTC 2021,63333.5,4621.4,,
Wed Nov 03 01:50:00 UTC 2021,63181.5,4611.9,,
Wed Nov 03 02:00:00 UTC 2021,63261,4618.05,,
Wed Nov 03 02:10:00 UTC 2021,62912.5,4589,,
Wed Nov 03 02:20:00 UTC 2021,63037,4590.55,,
Wed Nov 03 02:30:00 UTC 2021,63047.5,4590.9,,
